	extended_tweet.full_text	retweet_count	user.screen_name	user.verified	user.followers_count	entities.hashtags	created_at	favorite_count
137	"STILL GOING STRONG! Every $1,000 we raise today for @WorldVisionUSA will provide 14 families with food, water, clothing, firewood and soap for an entire month. With $7,000, we can change the lives of 100 families. 

DONATE: https://t.co/oXIK1AAvhk"	7	RELEVANT	True	249863	[]	Thu Aug 30 21:05:09 +0000 2018	18
138	"This fall, we’re partnering with our amazing sponsors at Tito's Handmade Vodka to give back to Meals on Wheels PALS (Pets Assisting the Lives of Seniors) program. For every @TitosVodka cocktail sold at ACL Live, Tito's will donate $1 to PALS, up to $10k!
https://t.co/PhKPYVCgsm"	1	acllive	True	89812	[]	Fri Aug 31 17:17:00 +0000 2018	6
139	Take the Doncaster Business Insight Survey and we’ll donate £1 to @thesleepcharity for every participating business. https://t.co/3B6hiwkaCS @BusinessinDN @ProAktivePeople @thesleepcharity @DN_Academy	2	DNChamber	False	8397	[]	Fri Aug 31 17:52:00 +0000 2018	2
140	"Operation Educ8 update: From now through 9/30, we will donate part of your purchase to @YuwaFootball, whose mission is simple: ""When girls know their worth, they're limitless. 5 out of every 10 girls in Jharkhand drop out of school and become child brides. But not these girls."" https://t.co/fX6Eq6KJv7"	1	GR8SKN	False	300	[]	Fri Aug 31 16:50:09 +0000 2018	1
141	"We are excited to announce our partnership with Special Olympics Missouri and Mizzou Football!
🐯🏈
Special Teams for Special Olympics Missouri
🐯🏈
RRCU will donate $100 for each made Mizzou field goal
🐯🏈
The Kick is up..... and ITS GOOOOOOD!!!

#hereforthemoments"	4	RiverRegionCU	False	44	[]	Fri Aug 31 16:20:32 +0000 2018	11
142	"Thank you for all your donations so far ✨ We will be revealing our finalized project VERY soon!

Please continue to spread the word and donate - we have very little time to turn this project into a reality and every little helps.

https://t.co/NtQcHJngMK https://t.co/o3NDhwABrM"	120	NYCNightSky	False	2292	[]	Fri Aug 31 01:51:27 +0000 2018	317
143	The Hythe Dementia Awareness Forum is hosting a Memory Walk tomorrow afternoon (Saturday, September 1st). Everyone is welcome ➡️ https://t.co/xIfycuk2JK For every retweet we’ll donate £1 to the Hythe Dementia Awareness Forum #Kent #dementia #Hythe #fundraiser https://t.co/0sKYSHasNq	0	saltwoodcarece1	False	85	[]	Fri Aug 31 16:27:45 +0000 2018	0
144	Help TOMC chefs #RAISE10 to fight hunger in America. Our matching sponsor will donate up to $10,000 for every $1 donated now through September 30. Help us #RAISE10 so we can give $20,000… https://t.co/NNWyGkT47v	1	TasteMasterChef	False	91	[{'text': 'RAISE10', 'indices': [16, 24]}]	Fri Aug 31 15:57:44 +0000 2018	0
145	"Next month we will be sending out our golden tickets, and asking the receiver of each to donate £1 and post a photo of the card with the #KidGetCancerToo before passing it on.

If you would like to start this chain please let us know! https://t.co/kJIliHPBuO"	10	Bradleysfight	True	164481	[]	Thu Aug 30 16:00:06 +0000 2018	34
146	“There’s not enough places for children to hang out, for them to grow and develop. Every child has a right to be in a happy environment “⚽️ #carricksbootroom Donate your unwanted or used football boots or astro trainers and we will give them out to the children who need them. https://t.co/gz3JtqKMhg	75	_MCFoundation	False	5403	[]	Tue Aug 07 19:48:40 +0000 2018	374
147	"“We’ve decided to respond to Ontario’s buck-a-beer challenge in our own way..."" @dominioncitybc will donate $1 for each Dominion City Buck-A-Beer Blonde sold to helping refugees build new lives in Ottawa. 
The real Ontario shining through. Looks like I’ve got some drinking to do. https://t.co/TbqXh7gFTL"	1584	TabathaSouthey	True	69109	[]	Wed Aug 08 13:25:42 +0000 2018	4202
148	We are truly honored to be highlighted by @RELEVANT during their #impactweek! Every $1,000 raised today will provide 14 families with food, water, clothing, firewood &amp; soap for an entire month! With $7,000, we can change the lives of 100 families. DONATE: https://t.co/yt4ZWz8ir4 https://t.co/LJLIagRPEH	4	WorldVisionUSA	True	580245	[{'text': 'impactweek', 'indices': [65, 76]}]	Thu Aug 30 18:12:05 +0000 2018	9
149	"At Christmas some children will sadly not get the chance to open a Xmas present.For what ever reason they will not have any.
we belive that every child deserves some thing. If you have any new toys that you would like to donate do let us know tnks @sandragogglebox  @joshsmiiffy https://t.co/24u7DTaw6Y"	13	Sandsunspeacial	False	254	[]	Wed Aug 29 22:38:44 +0000 2018	13
150	"We are bringing back the Gold #teamisla bracelet and teaming up with @Bradleysfight to donate £1 from every bracelet sold to their Go Gold campaign to help raise money for further research into childhood cancers. 
These will be £4 each plus £1 postage  🎗

#teamisla https://t.co/Sy8cGBceiQ"	12	nicholaxx_85x	False	263	[{'text': 'teamisla', 'indices': [30, 39]}]	Thu Aug 30 14:31:58 +0000 2018	17
151	Whether it's £1 or £500 every contribution will help towards making our production design even better and our dream cast a reality. Take a look at our #Indigogo campaign, check out our perks and donate. Thanks for all your love and support. https://t.co/qfgP1QJZX1	5	WeAreDancers33	False	290	[]	Fri Aug 31 08:29:54 +0000 2018	5
152	⭐⭐⭐Today is the start of our charity fundraiser!⭐⭐⭐ Over the next 10days for every retweet of our tweets we'll donate £1 to the Hythe Dementia Awareness Forum. Please help us raise lots of money 💷 for this worthwhile cause! Thank you 💛 #Kent #dementia #Hythe #fundraiser https://t.co/HoT8PLKGV2	6	saltwoodcarece1	False	85	[]	Fri Aug 31 09:10:35 +0000 2018	4
153	For every positive tweet you send using the hashtag #GoodFollowsGood @SBGroup 3D printer will make stationery to donate to schools, get tweeting let's see how much stationery can we make using 280 characters. https://t.co/HiYPVKWEkt	12	Am_Blujay	False	21333	[{'text': 'GoodFollowsGood', 'indices': [52, 68]}]	Thu Aug 30 12:04:42 +0000 2018	20
154	⭐⭐⭐Today is the start of our charity fundraiser!⭐⭐⭐ Over the next 10days for every retweet of our tweets we'll donate £1 to the Hythe Dementia Awareness Forum. Please help us raise lots of money 💷 for this worthwhile cause! Thank you 💛 #Kent #dementia #Hythe #fundraiser https://t.co/HoT8PLKGV2	6	saltwoodcarece1	False	85	[]	Fri Aug 31 09:10:35 +0000 2018	4
155	Tweet us using #ICanWithSchizophrenia to share your personal achievements or inspiring stories living with schizophrenia. For each tweet, we’ll donate $1 to support @MentalHealthAm (min. $10K, max. $30K; thru 7/31) https://t.co/ITOzSCmCv0	174	JanssenUS	True	14649	[{'text': 'ICanWithSchizophrenia', 'indices': [15, 37]}]	Thu Jun 21 14:00:13 +0000 2018	267
156	"It is important that we make an effort to reach out to every community and every demographic regardless of how they vote - because everybody deserves to be heard and to be represented. This is why I will PERSONALLY block walk EVERY precinct in my district.
https://t.co/Fy5wphi6lU https://t.co/QjyLumcV2U"	15	LorieB4Congress	True	2248	[]	Sat Jun 30 02:45:04 +0000 2018	39
157	Let’s show our appreciation for those who serve and have served. Join us by taking your hat off and tweeting a message of thanks for all military with #HatsOff4Heroes. For each post, we'll donate $1 to support veterans with @TeamRubicon. https://t.co/JxiCn54oXd	179	TMobile	True	1163996	[]	Fri Jun 15 19:39:41 +0000 2018	542
158	"I lost a $5 case to a Nazi yesterday. The state is the state, and we always know justice will not come from the courts or the state. https://t.co/DTIYjOVgpT 
My client is calling on everyone to donate $5 to @CvilleFund in response. We will love, protect, and fight for each other. https://t.co/ef87iui5YI"	36	PamStarsia	False	872	[]	Sat Jun 30 18:26:17 +0000 2018	77
159	"For every ticket purchased on the Fourth of July, we will donate a ticket for our Military Appreciation Day to a past or present member of the armed forces!

Interested in donating tickets to the military? Learn more here: https://t.co/ROnQoyHj89 https://t.co/B98GkUWD5v"	8	RattlersLax	True	13358	[]	Sat Jun 30 14:02:01 +0000 2018	27
160	Today is the day to put this weeks anger into action. If you can’t march today, donate. If you can’t donate, organize and vote. We will not stop until every family is free.  #FamiliesBelongTogether https://t.co/7wwJU56FpL	2	AnnaValenciaIL	False	2090	[]	Sat Jun 30 15:23:15 +0000 2018	14
161	"As the LT1 tour approaches, we’re planning to do charity projects for each show. The proceeds will all go to local organisations regarding cancer research, mental health, racial equality, the lgbt+ community and more, but we need YOUR help.
Donate here:
https://t.co/Mm0sczSSjg https://t.co/ffBxqiQLXb"	466	KingLouisNews	False	14287	[]	Thu Jun 28 12:06:55 +0000 2018	752
162	Have you tried our Tito’s Twizted Strawberry yet? For every one of these tasty cocktails sold, we will donate $1 to CORE Charity, AND Tito’s will match what we raise! https://t.co/xB8iHV3Gws	3	Razzoos_Cajun	False	2104	[]	Sat Jun 30 18:01:00 +0000 2018	7
163	#PositiveMentalAttitude donate a dollar every time sean gets up to pee or get water and we'll hit the goal in like three seconds	11	septicdevotee	False	828	[{'text': 'PositiveMentalAttitude', 'indices': [0, 23]}]	Sat Jun 30 18:49:36 +0000 2018	31
164	"We challenge @CanucksFIN &amp; @CarlTwoOne 👇🏼
Help us raise $10,000 w/  a #CANBdayWish! @SFFCharitable will donate $1 with every #CANBdayWish.
1. 📹 Video yourself alone or w/ a friend 
2. 🤳 Post your video w/ #CANBdayWish &amp; tag @canucksautism 
3. 👨‍👩‍👦‍👦 Challenge 2 friends! https://t.co/oie5VAVlEe"	7	canucksautism	False	5362	[{'text': 'CANBdayWish', 'indices': [74, 86]}]	Sat Jun 30 17:38:34 +0000 2018	20
165	Retweet to help share stories of personal achievement! For each RT of Tanara’s #ICanWithSchizophrenia story, we’ll donate $1 to @MentalHealthAm help connect individuals living with schizophrenia &amp; other mental illnesses to important resources (min. $10K, max. $30K; thru 7/31) https://t.co/WkrtyONFd7	3268	JanssenUS	True	14649	[{'text': 'ICanWithSchizophrenia', 'indices': [79, 101]}]	Tue Jun 19 17:00:13 +0000 2018	2080
166	Join us in honoring our military and veterans. Simply tweet your message of thanks with a photo or video taking off your hat using #HatsOff4Heroes and we’ll donate $1 to support veterans for every post.	659	TMobile	True	1163996	[]	Wed May 30 20:24:53 +0000 2018	1941
167	"To donate to #TheTotalShutdown, here is our GFM link&gt; https://t.co/fCUjxTrzbo Campaign. Every bit helps, a donation of $5 will be about ZAR68.00. We will offer options for direct support into the bank account at FNB and via PayPal 

Let's make an impact on 1 August."	25	WomenProtestSA	False	4977	[{'text': 'TheTotalShutdown', 'indices': [13, 30]}]	Sat Jun 30 21:09:43 +0000 2018	13
168	If every one of my followers donates $20 to The Ed Asner Family Center we can raise $1 million dollars. Help us make a difference.  https://t.co/w1XSsNqrMk your donation will help fund programs offering low or no cost mental health support and enrichment/vocational programs	605	TheOnlyEdAsner	True	88000	[]	Mon Mar 26 13:12:40 +0000 2018	1492
169	Thank you to everyone who donated to @samaritans at @SarahMillican65’s show tonight. Every penny raised will go to making sure we can be there when we’re needed most. If you couldn't make it but would like to give, please text TOUR18 to 70123 to donate £3. https://t.co/Cz3CZPyzKt	4	BuryStEdsSams	False	447	[]	Fri Jun 29 21:27:24 +0000 2018	13
170	Enjoying @hellbenderbeer’s HoppyOatDopalicipious, which for every pint and growler sold they will donate $1 to CASA. Cheers to @dcbeer for organizing this. We believe in local beer, supporting people seeking freedom from persecution and violence and that #FamiliesBelongTogether https://t.co/m2ZZ8OlO0S	1	JusttheBottle	False	4573	[]	Sat Jun 30 21:00:10 +0000 2018	7
171	We’ve got 9 hours left before this important fundraising deadline. Every $1 helps. Will you help us reach our goal and ensure everyone in this district will hear our message.  https://t.co/1IjkBwumQz	1	JoshGuilloryUSA	False	124	[]	Sat Jun 30 20:00:30 +0000 2018	1
172	Join us, and let’s take our hats off to those who have served. For every post using #HatsOff4Heroes, we'll donate $1 to support veterans with @TeamRubicon. https://t.co/aayatusBAD	123	TMobile	True	1163996	[{'text': 'HatsOff4Heroes', 'indices': [84, 99]}]	Fri Jun 15 19:46:52 +0000 2018	391
173	For every Pride bandana sold, WPR will donate £10 to an LGBT+ Anti-Bullying charity. This is a cause that is very close to us, and we invite you to join us in helping stamp out not only anti-LGBT bullying, but all bullying. Because every child has the right to their childhood.	4	WulfpackRubber	False	1149	[]	Sat Jun 30 19:13:40 +0000 2018	7
174	Folks, you know our freedoms are threatened every day. There is hope w/ our @txvalues @TxValuesAction Team! They will stand &amp; defend our rights! Please donate NOW! We are close to our goal! Go to https://t.co/FeQyvrLz9T #txlege #maga #faith #tcot	3	nytxnn	False	4532	[]	Sat Jun 30 20:04:48 +0000 2018	2
175	TODAY at midnight is my deadline to raise $ please help me reach my goal with whatever you can! Every dollar counts no amount is too small! You can donate online at https://t.co/UdFBlYIJtZ I know WE will win this! ❤️🙅🏽‍♀️ #yeswecan #womenontop	3	almaforarizona	False	2129	[]	Sat Jun 30 19:30:56 +0000 2018	3
176	Join us as we “Stuff the Bus” for Marysville students! Donate online, drop of supplies at select locations, and volunteer! Your support will help every student in #MSD25 get the resources needed for a successful school year! Learn more: https://t.co/qvvzePIb2C https://t.co/x89M8Vi2Ab	5	msd25	False	1901	[]	Sat Jun 30 18:00:38 +0000 2018	4
177	Join us and our @dcbeer friends and drink a beer for a good cause tomorrow. For every Convergent Worlds we sell at both #RightProperShaw and #RightProperBrookland, we will donate a dollar to @CAIRCoalition. #dcbrewsfightsback https://t.co/jeHCwBXjTp	7	RightProperBeer	False	11702	[]	Fri Jun 29 18:09:03 +0000 2018	11
178	"Together, We Can #EndAlzheimers 

You can help us reach our 5 figure donation goal to @alzassociation!

With each Med-Q Pill Box sold we will donate $5 to find a cure so we can #ENDALZ 

Learn more ➡️ https://t.co/tuhp2WmGoK https://t.co/d5mpUSpsFu"	5	MedQPillBox	False	278	[{'text': 'EndAlzheimers', 'indices': [17, 31]}]	Tue Jun 26 19:46:05 +0000 2018	7
179	Disease #5 is Vascular Ehlers-Danlos Syndrome. We’ll donate $1 for each like/share/retweet (max $1000). @TheEDSociety #rarediseaseday https://t.co/CurrbwICC3	226	precisioneff	False	388	[]	Tue Feb 28 18:01:26 +0000 2017	251
180	Join us in the Grotto Bar at 3pm on to fight for kids at the border who need help.  We will contribute $1 for every beer sold plus if you donate $50 to the ACLU or KIND, we will give you a $10 gift card, $100 and we give you a $25 gift card. https://t.co/UlYImWzAYk	3	DinoInShaw	False	2997	[]	Sat Jun 30 16:00:19 +0000 2018	3
181	For the next month, every time you use hashtag #OnStarGivesBack we’ll donate to the @RedCross and @BRYCoalition. The more you share, the more we donate. https://t.co/9nvgqmijOO https://t.co/FbkjQxfE9C	9	OnStar	True	28090	[{'text': 'OnStarGivesBack', 'indices': [47, 63]}]	Thu Apr 12 14:21:45 +0000 2018	28
182	BTS is excited to donate the swim caps for the Mermaid Mile Swim Fiesta. We are also honored to support he #swim4nick fundraising initiative. $10 from the sale of every towel will be donated to the Swim for Nick Foundation. https://t.co/iy94FF1Jjz	3	borntoswim_usa	False	45	[]	Fri Apr 27 21:00:47 +0000 2018	7
183	"For every cooler purchased this month, we’ll donate $10 to the NRA + and give you a FREE tumbler of your choice. Promo code: PELICANPROUD

🇺🇸 https://t.co/SG4PALAqN5 🇺🇸

🇺🇸 Made in the USA 

Promo good until April 30!

#PelicanProud #MadeinUSA #2ndAmendment #NRA https://t.co/0jm8po7zT3"	7272	pelicancoolers	False	3781	[]	Mon Apr 23 16:44:33 +0000 2018	11615
184	"All throughout April for every new follower we get on Facebook, Twitter &amp; Instagram, we'll donate 1 meal* through @FeedingAmerica! Will you follow and join us in #DeliveringGood?

*$1 helps provide at least 10 meals secured by @FeedingAmerica on behalf of local member food banks. https://t.co/tq7ZbyPQKS"	423	DoorDash	True	118614	[]	Mon Apr 09 19:05:57 +0000 2018	595
185	Looks like everyone is getting carried away with our new rainbow stripes! Remember - for every order containing rainbow stripes, we’ll donate one of our premium basics to a child in need. Photo cred: camille Featuring: the baby long sleeve stripe PJ top in ivory rainbow https://t.co/0dftEMcsNp	1	Primarydotcom	False	901	[]	Mon Apr 30 20:05:10 +0000 2018	6
186	Today is the last day of our 1 Follow = 1 Meal campaign! All of April for each new follower we get on Twitter, Instagram &amp; Facebook, we'll donate 1 meal* through @FeedingAmerica! 🙌 Help share the message and join us in #DeliveringGood. https://t.co/zHfUfFqqjc	13	DoorDash	True	118614	[]	Mon Apr 30 16:51:18 +0000 2018	24
187	"⚽️46 DAYS TO THE WORLD CUP⚽️

Because we're silly, we'll spend the tournament drawing every single 2018 World Cup Panini sticker to raise money for charity.

And we can't draw.

680 stickers
32 days
1 album
All for charity

Please RT... &amp; DONATE! ❤️
https://t.co/UgWl8lURfa"	6	CheapPanini	False	33721	[]	Mon Apr 30 07:42:43 +0000 2018	11
188	"WHAT IF WE HELP EACH OTHER?

For those who can’t afford BTS tickets and @BTS_twt IS COMING TO THEIR COUNTRY!  
can we donate to them? Even 20 cents per army will be very helpful😇

What do you think? 
#BTSWORLDTOUR 
#LOVE_YOURSELF 
#BTS_GEORGIAN_ARMYs"	1274	YOONKIED	False	59669	[]	Fri Apr 27 03:32:39 +0000 2018	1649
189	"back bay.

tomorrow at 10:30a our second #boston location opens its doors at 565 boylston st in #backbay. be among the first 💯 guests to join us + you'll score free @hgminigrow + @LaColombeCoffee. plus, for each bowl sold, we'll donate $5 to @artsboston! (📸: mikeypiswonderful) https://t.co/zDTGnfmZp8"	1	hgminigrow	False	215	[{'text': 'boston', 'indices': [41, 48]}, {'text': 'backbay', 'indices': [96, 104]}]	Mon Apr 30 21:55:05 +0000 2018	2
190	Each dollar you chip in goes to help put ads on the air, fuel our grassroots infrastructure, and even host events in your community. Will you contribute a few dollars before midnight when we close the books for April? https://t.co/ExN7pxM8xV https://t.co/ugSeyxpuwB	6	NateBoulton	False	4229	[]	Mon Apr 30 20:00:22 +0000 2018	11
191	Don't have a red nose? That's ok! For every RT we'll donate $10 toward ending child poverty. #RedNose4Kids https://t.co/pFgi2CrSOx	199291	gatesfoundation	True	1945207	[{'text': 'RedNose4Kids', 'indices': [93, 106]}]	Thu May 19 16:01:23 +0000 2016	98917
192	Mel &amp; Mark will never give up on Demi and neither we will!  Please every share and donate and save a little girls life!  #RETWEET #Lincolnshire  #WATFORD ‘I will never give up on my daughter’: Louth family’s plea for £150,000 life-saving treatment https://t.co/XoWRYgUAZU	11	All_For_Demi11	False	46	[]	Fri Mar 23 09:41:13 +0000 2018	8
193	"🚨Last Day!🚨
During the month of April, we will be raising money for the Lakes Area Heart Walk. For every $5 you donate, you will receive a $5 off your next order...win-win!  &lt;3 https://t.co/APaPZYjqN5"	1	DLGodfathers	False	259	[]	Mon Apr 30 15:09:10 +0000 2018	1
194	Today is #WorldWishDay, and we're so excited to introduce our Make-A-Wish cupcake! 🌟💙 Now through 5/31, Baked by Melissa will donate 75¢ for every Make-A-Wish cupcake sold and $1.50 for every Latest &amp; Greatest pack sold 🌈✨ @MakeAWish #makeawish #miniofthemonth #bakedbymelissa https://t.co/BleC13KS9V	3	bakedbymelissa	False	16899	[{'text': 'WorldWishDay', 'indices': [9, 22]}]	Sun Apr 29 14:15:06 +0000 2018	14
195	"⚽️46 DAYS TO THE WORLD CUP⚽️

Because we're silly, we'll spend the tournament drawing every single 2018 World Cup Panini sticker to raise money for charity.

And we can't draw.

680 stickers
32 days
1 album
All for charity

Please RT... &amp; DONATE! ❤️
https://t.co/UgWl8lURfa"	26	CheapPanini	False	33721	[]	Sun Apr 29 09:27:34 +0000 2018	22
196	It's #NationalAdoptAShelterPetDay and the start of #SmallBusinessWeek. As a small business committed to give back to animal organizations, today we celebrate all the amazing shelters across the country. We'll donate $0.25 to the @HumaneSociety for every new follower we get today!	6	WoofSwipe	False	252	[{'text': 'NationalAdoptAShelterPetDay', 'indices': [5, 33]}, {'text': 'SmallBusinessWeek', 'indices': [51, 69]}]	Mon Apr 30 19:00:33 +0000 2018	4
197	"Generation:MJ has been donating money from every purchase to cannabis research.. But we want to do something BIGGER and BETTER!

G:MJ will donate $420 to the research and legalization of cannabis if we can get a simple 420 retweets! #Retweet #MondayMotivaton #MarijuanaMovement https://t.co/bgWR9ZOJht"	2	gnrationmj	False	369	[]	Mon Apr 30 13:51:26 +0000 2018	0
198	"Support Blackbird's $2000 fundraising goal this Wednesday, May 2!
We need 100 Blackbird friends to give $10 each - Wes and Greg will match that one thousand bucks dollar-for-dollar. A modest $2,000 goal for the Big Payback this Wednesday. Donate at https://t.co/7l2gVWhiCm https://t.co/BEvKoWNTsn"	1	blackbirdnash	False	1303	[]	Mon Apr 30 18:33:40 +0000 2018	1
199	"Announced tonight! If we hit our $50k stretch goal for @826LA, @Marisha_Ray will take our favorite band of bears on another #HoneyHeist adventure! And, every dollar that you donate to $50k will be matched!

➡️Donate + more info at https://t.co/8JCysPmwqX https://t.co/5MvgO39lu8"	142	CriticalRole	True	303498	[]	Fri Apr 27 02:07:56 +0000 2018	1085
200	For eBay seller GloMania USA, every child with special needs is a star. Help us celebrate their mission during #AutismAwarenessMonth – for every RT of this post, we’ll donate $1 to @AutismSpeaks (up to $10k) https://t.co/mvyDlTgCPf https://t.co/r57iqjt3Qv	273	eBayNewsroom	True	109618	[]	Mon Apr 02 16:00:02 +0000 2018	216
201	With every purchase you make from our Sea Turtle Collection, we'll donate 20% to @conserveturtles 🐢 Help us save this beautiful creature! https://t.co/HcfTWPyXHQ	3	SeaBagsMaine	False	7366	[]	Sat Apr 28 00:23:00 +0000 2018	6
202	"Come Eat at Chili's on 30 April. 

For every @aidaveteran customer Chili's will donate a portion of your check to Aid-A-Veteran so we can help local vets!  Just be sure to tell them you're there to support us! 

https://t.co/vahYP5JSQR

Chili’s
385 Paul Huff Parkway
@Cleveland_TN https://t.co/ZLCEImpOfn"	3	MayorKBrooks	False	6769	[]	Mon Apr 30 15:43:47 +0000 2018	10
203	"Tell us how a #FreshWaxFeels! 
For every post we receive, we'll donate $1 towards @SisteringTO - a fantastic organization serving vulnerable women in Toronto ☺️ https://t.co/a7jwyjT67y"	1	FuzzWaxBar	False	1013	[{'text': 'FreshWaxFeels', 'indices': [14, 28]}]	Mon Apr 30 14:52:29 +0000 2018	3
204	Let’s do this #Saskatchewan! We ❤️@PattisonKids and we're excited for tomorrow's Jeans &amp; Jewels Gala. For every use of #SKBlueCross4Kids from now ‘til Sunday we’ll donate $5 to support Saskatchewan kids and families. https://t.co/BEICp6LD7o	74	SKBlueCross	False	1247	[{'text': 'Saskatchewan', 'indices': [14, 27]}]	Thu Apr 26 15:19:04 +0000 2018	30
205	Shelter pets are the BEST pets! Share your rescue pet story with us by tagging us @bestbullysticks and use #AdoptAShelterPetDay ❤️ For every story we are tagged in we will donate a bag of treats to a deserving shelter! https://t.co/0p1dGRfiDi	1	bestbullysticks	False	10203	[]	Mon Apr 30 14:06:57 +0000 2018	3
206	"Hi #Yellkies,
🔅To support donation proj for Suwon 39th Bday,we will donate to this cause based on the total no of vote on 💛 below.
🔅Every vote on 💛 = RM1. 
🔅After vote, pls RT to enter the event. 
🔅The RT event ends when the poll ended 😊

#SMYFCPayItFwd #PayItFwdSuwon1"	30	sechskiesmyfc	False	318	[{'text': 'Yellkies', 'indices': [3, 12]}]	Mon Apr 30 10:01:29 +0000 2018	23
207	It’s @Rocksmithgame week for #StJudePlayLive! Every donation will get to choose the next song. We’re going to start around 6pm and go until our fingers hurt! Wanna get a head start? Donate and let me know which song you wanna hear! https://t.co/955kpEGdaD https://t.co/N82UXx9uGV	1	Shryku	False	1220	[{'text': 'StJudePlayLive', 'indices': [29, 44]}]	Mon Apr 30 14:09:03 +0000 2018	1
208	For every retweet this picture gets we'll donate .25 to help this poor man get some lotion 😩😩👏🏻 #TwitterDoYaThang https://t.co/YeTmA3kZX1	9	tatyotero16	False	524	[{'text': 'TwitterDoYaThang', 'indices': [96, 113]}]	Sun Apr 30 19:38:44 +0000 2017	30
209	"We found a way to get SOMETHING POSITIVE from this regretful Sabres season.

If we get 100 RTs on this, we'll donate $100 for each Sabres win the rest of the season to @Nate_McMurray's campaign to defeat @RepChrisCollins.

Make rooting for the Sabres great again!

#Sabres4America https://t.co/gnraXnvlkt"	395	TrendingBuffalo	False	41194	[]	Wed Feb 28 17:00:08 +0000 2018	166
210	Make your #powerofpink promise today and for each note we will donate $1* to @ROCKreachout. *up to a maximum of $5,000. We have @DAVIDsTEA samples &amp; pink lollipops. #pinkshirtday #mapleviewstyle https://t.co/N7PJcThL6r	2	MapleviewCentre	False	4136	[{'text': 'powerofpink', 'indices': [10, 22]}]	Wed Feb 28 16:46:47 +0000 2018	4
211	We #PinkItForward to @joeybentall for generously hosting this evening's #PinkShirtDay Media Launch &amp; Reception 💕For every #PinkItForward message sent, our friends at @Coast_Capital will donate $1 to @cknwkidsfund #PinkShirtDay https://t.co/neZ0DBQM1X	4	pinkshirtday	True	15007	[{'text': 'PinkItForward', 'indices': [3, 17]}, {'text': 'PinkShirtDay', 'indices': [72, 85]}]	Wed Feb 28 03:14:16 +0000 2018	13
212	Did you buy your shirt yet? We've partnered with @FLOATapparel to bring you limited edition tees! The shirts feature Gracie the llama, a National Justice for Animals Week mascot alum. For every shirt sold FLOAT will donate $8 to ALDF. Shop here: https://t.co/u3lOzOTRE0 https://t.co/8c2bR5jP9Q	4	ALDF	False	50761	[]	Wed Feb 28 17:01:11 +0000 2018	3
213	Every time you #PinkItForward, we’ll donate $1 to Pink Shirt Day in support of bullying prevention programs. (Up to $30,000) 💕 https://t.co/sw1KRGypls	78	Coast_Capital	False	7200	[{'text': 'PinkItForward', 'indices': [15, 29]}]	Thu Feb 08 17:20:09 +0000 2018	57
214	This #RareDiseaseDay, join #ReGenerationHope &amp; share this post to spread awareness of complete DiGeorge, a severe primary immunodeficiency. For every shared post, we’ll donate to #PI #raredisease #patientadvocacy. #ShowYourRare https://t.co/j0mSvAVfYv https://t.co/PF4oRAXQMM	8	Enzyvant	False	191	[{'text': 'RareDiseaseDay', 'indices': [5, 20]}, {'text': 'ReGenerationHope', 'indices': [27, 44]}]	Wed Feb 28 20:00:46 +0000 2018	8
215	LAST DAY! Help #YaoMing and Yao Family Wines save threatened wildlife. We'll donate up to $10 to @WildAid for every bottle of Napa Crest Rose you purchase! https://t.co/9op6PPUUFE	8	YaoFamilyWines	False	6357	[{'text': 'YaoMing', 'indices': [15, 23]}]	Wed Feb 28 18:24:50 +0000 2018	7
216	We're excited to support the #PinkItForward campaign!  Our friends @Coast_Capital will donate $1 to #PinkShirtDay in support of bullying prevention programs for every #PinkItForward hashtag today. We hope you'll use it too. Thanks for making a difference for #Youth in BC! https://t.co/eL9ufGnvVj	3	VancouverFdn	False	13858	[{'text': 'PinkItForward', 'indices': [29, 43]}, {'text': 'PinkShirtDay', 'indices': [100, 113]}]	Wed Feb 28 20:08:37 +0000 2018	15
217	For every retweet we’ll donate .50 cents to DWDW !!💚💚 #FTK @SFHSWolfpack	200	brennowell	False	248	[{'text': 'FTK', 'indices': [54, 58]}]	Tue Feb 27 19:36:03 +0000 2018	33
218	We will donate $1 to The American Society for the Prevention of Cruelty to Animals pet charity for every post using the hashtag #AcadiaInsuranceLovesPets https://t.co/nC3COy96Zl	1	AcadiaInsurance	False	802	[]	Wed Feb 28 16:45:26 +0000 2018	2
219	"We started at 490 followers, and so far we have raised $7 on Twitter for @CommSharesWI. We know we can raise more! We have until March 6. Each net additional follower will be $1 we will donate. #CSWBigShare
✅ https://t.co/0toxjsQtmn"	2	HomeSavingsBank	False	544	[]	Wed Feb 28 19:41:45 +0000 2018	7
220	Looks like I’m going to cross the 6-million followers mark on Twitter tomorrow. As usual when we add a new million, we hold a drawing! I randomly choose 5 of you and I will donate $1,000 each to your favorite political cause. And the lucky 6th person drawn— I come &amp;wash your car!	4932	MMFlint	True	6033382	[]	Sun Feb 25 19:40:20 +0000 2018	33456
221	"Please donate whatever you can, every little bit will help. We want to send your donations to the people affected by drought asap so please donate and share! Jazakum Allahu khayran
 https://t.co/BuUhNPHeq5"	6	Awdalite_	False	1654	[]	Mon Feb 26 23:10:09 +0000 2018	11
222	For every #PinkItForward, we'll donate $1 to Pink Shirt Day.* Here's how you do it. https://t.co/FN1HL45eZc	102	Coast_Capital	False	7200	[{'text': 'PinkItForward', 'indices': [10, 24]}]	Mon Feb 26 20:23:19 +0000 2018	85
