	extended_tweet.full_text	retweet_count	user.screen_name	user.verified	user.followers_count	entities.hashtags	created_at	favorite_count
1243	@dogstrust 12 Months - 12 Charities - We will donate money to our nominated charity of the month for every transaction made at our clinic.	5	Abbeywellvets	False	328	[]	Thu Dec 30 10:35:12 +0000 2010	0
1244	Please RT! For every new Huggies fan on FB until 12/31, we’ll donate 1 diaper (up to 500,000) to babies in need! http://on.fb.me/94R9O7	0	benitozk	False	729	[]	Fri Dec 31 07:18:00 +0000 2010	0
1245	Yes we will :) RT @chelseapearl: Each time you tweet w/ #KraftFightsHunger hashtag, @kraftfoods will donate a meal to @FeedingAmerica	13	Myfoodandfamily	False	216170	[{'text': 'KraftFightsHunger', 'indices': [56, 74]}]	Thu Dec 30 20:50:04 +0000 2010	2
1246	Yes we will :) RT @chelseapearl: Each time you tweet w/ #KraftFightsHunger hashtag, @kraftfoods will donate a meal to @FeedingAmerica	13	Myfoodandfamily	False	216170	[{'text': 'KraftFightsHunger', 'indices': [56, 74]}]	Thu Dec 30 20:50:04 +0000 2010	2
1247	During the month of January, for every new BPF fan we will donate $5 to The Ladybug Foundation inc. (up to a total... http://fb.me/z9GWSR84	1	BostonPizzaFdn	False	2180	[]	Wed Dec 29 21:59:21 +0000 2010	0
1248	Please RT! For every new Huggies fan on FB until 12/31, we’ll donate 1 diaper (up to 500,000) to babies in need! http://on.fb.me/94R9O7	0	benitozk	False	729	[]	Thu Dec 30 16:49:06 +0000 2010	0
1249	Blueline Innovations PowerCost Monitor (BLI-25100) - We will donate $.50 for every like or re-tweet for this product. http://ping.fm/c5Fdi(B	1	ecoseek	False	3124	[]	Thu Dec 30 09:00:03 +0000 2010	0
1250	Each hour 1 person dies from Melanoma in the US. For each new FB fan we will donate $1 to @MelanomaReAlli http://ow.ly/3w8Q3	2	SkinCeuticals	True	21249	[]	Thu Dec 30 16:00:04 +0000 2010	0
1251	"RT @quirksph: Last chance to share the love.We'll donate P1 to @WorldVisionPH for every ""like"" we get on FB page http://plixi.com/p/66618088"	1	manilamommy	False	2878	[]	Thu Dec 30 14:53:45 +0000 2010	0
1252	RT @Abbeywellvets: 12 Months ,12 Charities. At Abbeywell we'll donate money to the charity of the month for every transaction at our clinic.	0	onekindtweet	True	5856	[]	Thu Dec 30 13:07:28 +0000 2010	0
1253	RT @Abbeywellvets 12 Months - 12 Charities- We will donate money to nominated charity of the month for every transaction made at our clinic.	0	mokuska	False	2852	[]	Thu Dec 30 10:56:13 +0000 2010	0
1254	RT @kidfreshfoods: Only 3 days left to help children in need: we'll donate 10c to Save the Children for each new FB fan, new Twitter...	1	NPNparents	False	6490	[]	Thu Dec 30 04:46:40 +0000 2010	0
1255	RT @kidfreshfoods: Only 3 days left to help children in need: we'll donate 10c to Save the Children for each new FB fan, new Twitter...	1	NPNparents	False	6490	[]	Thu Dec 30 04:46:40 +0000 2010	0
1256	Only 3 days left to help children in need: we'll donate 10c to Save the Children for each new FB fan, new Twitter follower or new retweet!	11	KidfreshFoods	False	9197	[]	Tue Dec 28 20:10:29 +0000 2010	0
1257	Shop our Chari-tees designs now thru 12/31 and we'll donate $10 for every purchase to participating orgs! http://cot.ag/i0YQ6J	2	cafepress	True	24581	[]	Tue Dec 28 21:55:22 +0000 2010	0
1258	RT @BPIFoundation: During the month of January, for every new BPF fan we will donate $5 to The Ladybug Foundation inc.	0	BPoshawa	False	221	[]	Wed Dec 29 22:17:44 +0000 2010	0
1259	Ooh La Lavender and Oatmeal Olive Oil Soap by Manor Hall - 3.5 oz - We will donate $.50 for every like or re-tweet to a different charity ev	1	ecoseek	False	3124	[]	Tue Dec 28 11:00:03 +0000 2010	0
1260	RETWEET to help @OregonHumane For each new @maidbrigadepdx follower in Jan, we will donate $1!! http://on.fb.me/2011ohs	0	maidbrigadepdx	False	836	[]	Wed Dec 29 18:52:09 +0000 2010	0
1261	Please RT! For every new Huggies fan on FB until 12/31, we’ll donate 1 diaper (up to 500,000) to babies in need! http://on.fb.me/94R9O7	0	benitozk	False	729	[]	Wed Dec 29 17:41:56 +0000 2010	0
1262	RT @ecoseek Sunshine Daydream Organic Cotton Dress - We will donate $.50 for every like or re-tweet for this product. http://ping.fm/9LA4Y	0	drewvid	False	230	[]	Wed Dec 29 17:02:31 +0000 2010	0
1263	"Why wouldn't U help? RT @HallmarkBiz
For every ""Like"" of our Facebook Fan Page, we’ll donate $1 the US Fund for #UNICEF http://cot.ag/gZ61IQ"	0	JennyKincaid	False	3691	[{'text': 'UNICEF', 'indices': [112, 119]}]	Wed Dec 29 16:56:45 +0000 2010	0
1264	"For every ""Like"" of our Facebook Fan Page, we’ll donate a $1 the US Fund for #UNICEF - Pls help us spread the word! http://cot.ag/gZ61IQ"	1	HallmarkB2B	True	5722	[{'text': 'UNICEF', 'indices': [77, 84]}]	Wed Dec 29 16:54:40 +0000 2010	0
1265	"RT @hallmarkbiz: For every ""Like"" of our Facebook Fan Page, we’ll donate a $1 the US Fund for #UNICEF - Pls help us spread the word!..."	0	jackstackbbq	True	9790	[{'text': 'UNICEF', 'indices': [94, 101]}]	Wed Dec 29 16:55:02 +0000 2010	0
1266	RT please! We will donate $1 for every Facebook & Twitter follower to Carrie's Kids.  You could also win an oil change or a car starter!!!	2	PuklichChevy	False	902	[]	Wed Dec 29 15:35:04 +0000 2010	0
1267	RT @ecoseek: 3 Leaves Temple Chinese Green Tea - We will donate $.50 for every like or re-tweet to a different charity every week for...	0	green_sponge	False	55	[]	Wed Dec 29 04:03:54 +0000 2010	0
1268	SUNFLOWER BODY WASH Organic suitable for babies - We will donate $.50 for every like or re-tweet to a different charity every week for this	1	ecoseek	False	3124	[]	Wed Dec 29 03:00:02 +0000 2010	0
1269	"Are you on Facebook? For every ""like"" we receive until January 1, a Shriver Center board member will donate $5: http://cot.ag/cCZTIB"	3	shrivercenter	False	13452	[]	Tue Dec 28 17:43:00 +0000 2010	0
1270	RT @connectedmag: Please RT: Follow us on Twitter and we'll donate $1 to the United Way 4 each follower we get by January 1, 2011 #GoodDeeds	1	adi_cat	False	1459	[{'text': 'GoodDeeds', 'indices': [130, 140]}]	Tue Dec 28 16:53:00 +0000 2010	0
1271	Only 3 days left to help children in need: we'll donate 10c to Save the Children for each new FB fan, new Twitter follower or new retweet!	11	KidfreshFoods	False	9197	[]	Tue Dec 28 20:10:29 +0000 2010	0
1272	Please RT! For every new Huggies fan on FB until 12/31, we’ll donate 1 diaper (up to 500,000) to babies in need! http://on.fb.me/94R9O7	0	benitozk	False	729	[]	Tue Dec 28 17:47:31 +0000 2010	0
1273	RT @connectedmag: Please RT: Follow us on Twitter and we'll donate $1 to the United Way 4 each follower we get by January 1, 2011 #GoodDeeds	1	adi_cat	False	1459	[{'text': 'GoodDeeds', 'indices': [130, 140]}]	Tue Dec 28 16:53:00 +0000 2010	0
1274	4 Organic Dinner Napkins - Solid - We will donate $.50 for every like or re-tweet to a different charity every week for this product. http:/	2	ecoseek	False	3124	[]	Mon Dec 27 22:00:03 +0000 2010	0
1275	Intermatic 30-Minute Auto Shut-Off Timer - We will donate $.50 for every like or re-tweet to a different charity every week for this product	1	ecoseek	False	3124	[]	Mon Dec 27 23:00:04 +0000 2010	0
1276	Pure Organic Iced Tea Rishi 100% USDA Certified Tealeaves 1.4 oz - We will donate $.50 for every like or re-tweet to a different charity eve	1	ecoseek	False	3124	[]	Tue Dec 28 00:00:04 +0000 2010	0
1277	@PowerSmartBC: You play, we give. Each time our #HolidayMaze card is played, we'll donate to @BCCHF to help kids. Pls RT! http://ow.ly/3sSoY	0	erikachicky	False	438	[{'text': 'HolidayMaze', 'indices': [48, 60]}]	Tue Dec 28 00:15:03 +0000 2010	0
1278	Over $70 raised so far! For each new follower @mysteryscene, we'll donate $1 from now to December 31. #donaterif	2	MysteryScene	False	14503	[{'text': 'donaterif', 'indices': [102, 112]}]	Mon Dec 27 18:49:16 +0000 2010	0
1279	RT @PowerSmartBC You play we give. Each time our #HolidayMaze card is played we'll donate to @BCCHF to help kids Pls RT! http://ow.ly/3sSoY	0	churchillarmour	False	862	[{'text': 'HolidayMaze', 'indices': [49, 61]}]	Mon Dec 27 22:36:06 +0000 2010	0
1280	Please RT! For every new Huggies fan on FB until 12/31, we’ll donate 1 diaper (up to 500,000) to babies in need! http://on.fb.me/94R9O7	2	benitozk	False	729	[]	Mon Dec 27 19:26:05 +0000 2010	0
1281	Please RT! For every new Huggies fan on FB until 12/31, we’ll donate 1 diaper (up to 500,000) to babies in need! http://on.fb.me/94R9O7	2	benitozk	False	729	[]	Mon Dec 27 19:26:05 +0000 2010	0
1282	RT @GoToMeeting: The holidays arnt ovr yet - still time 2 giv! We'll donate $100 2 @directrelief 4 each new trial http://bit.ly/g2mdri	2	LisaHorner	False	2953	[]	Sun Dec 26 23:23:10 +0000 2010	0
1283	We're so dedicated to helping @TheBHF & @YoungMindsUK that we'll donate for every Follower & FB Friend we have. ReTweet Please :)	0	ShofarIsland	False	254	[]	Mon Dec 27 11:43:39 +0000 2010	0
1284	@BieberAid will u please follow us! We donate 5 cents for each follower! U were the one who inspired us to #makeachange RT?:)	0	MakeABieberWish	False	205	[{'text': 'makeachange', 'indices': [107, 119]}]	Mon Dec 27 04:33:49 +0000 2010	0
1285	Please RT! For every new Huggies fan on FB until 12/31, we’ll donate 1 diaper (up to 500,000) to babies in need! http://on.fb.me/94R9O7	0	benitozk	False	729	[]	Mon Dec 27 00:50:44 +0000 2010	0
1286	RT @GoToMeeting: The holidays arnt ovr yet - still time 2 giv! We'll donate $100 2 @directrelief 4 each new trial http://bit.ly/g2mdri	2	LisaHorner	False	2953	[]	Sun Dec 26 23:23:10 +0000 2010	0
1287	We will donate $2 for every FB wall comment to a local charity this week! Help contribute! http://bit.ly/94I6Pl #mima #smbmsp #mnama	4	Celarity	False	3815	[{'text': 'mima', 'indices': [112, 117]}, {'text': 'smbmsp', 'indices': [118, 125]}, {'text': 'mnama', 'indices': [126, 132]}]	Tue Dec 21 14:24:49 +0000 2010	0
1288	The holidays aren't over yet - there's still time to give! We'll donate $100 to @directrelief for each new trial signup http://bit.ly/g2mdri	3	GoToSuite	True	50946	[]	Sun Dec 26 20:13:51 +0000 2010	0
1289	RT @GoToMeeting: Holidays aren't over - there's still time 2 give! We'll donate $100 to @directrelief 4 each new signup http://bit.ly/g2mdri	1	DirectRelief	True	90475	[]	Sun Dec 26 21:55:44 +0000 2010	0
1290	RT @gotomeeting: holidays NOT over yet - there's still time to give! We'll donate $100 to @directrelief for each new trial signup...	0	MandyGartrell	False	1191	[]	Sun Dec 26 20:19:48 +0000 2010	0
1291	X-mas may be over but we're still collecting (virtual) toys. For every share we'll donate $1 to Toys for Tots: http://on.fb.me/GiltToyDrive	1	GiltKids	False	5443	[]	Sun Dec 26 19:45:03 +0000 2010	1
1292	Please RT: Follow us to benefit Ronald McDonald House Charities! We'll donate $5 to @RMHTwinCities for each new follower! (up to $500)	0	Schneidermans	False	830	[]	Sun Dec 26 15:53:17 +0000 2010	0
1293	We're so dedicated to helping @TheBHF & @YoungMindsUK that we'll donate for every Follower & FB Friend we have. ReTweet Please :)	0	ShofarIsland	False	254	[]	Sun Dec 26 14:05:13 +0000 2010	0
1294	Take 2: Merry Christmas! For every new follower we receive today we will donate $2 to @MealsonWheelsDE! Please RT #netDE	3	MyKitchenCult	False	1014	[{'text': 'netDE', 'indices': [114, 120]}]	Sun Dec 26 00:59:53 +0000 2010	0
1295	Take 2: Merry Christmas! For every 'Merry Christmas' mention we receive today we will donate $1 to @MealsonWheelsDE! Please RT #netDE	3	MyKitchenCult	False	1014	[{'text': 'netDE', 'indices': [127, 133]}]	Sun Dec 26 01:00:03 +0000 2010	0
1296	RT @kraftfoods: Each time you RT this & include #KraftFightsHunger, we'll donate a meal to @FeedingAmerica Give us a hand & RT!	0	Misty1109	False	140	[{'text': 'KraftFightsHunger', 'indices': [48, 66]}]	Sun Dec 26 03:57:05 +0000 2010	0
1297	Take 2: Merry Christmas! For every 'Merry Christmas' mention we receive today we will donate $1 to @MealsonWheelsDE! Please RT #netDE	3	MyKitchenCult	False	1014	[{'text': 'netDE', 'indices': [127, 133]}]	Sun Dec 26 01:00:03 +0000 2010	0
1298	Take 2: Merry Christmas! For every new follower we receive today we will donate $2 to @MealsonWheelsDE! Please RT #netDE	3	MyKitchenCult	False	1014	[{'text': 'netDE', 'indices': [114, 120]}]	Sun Dec 26 00:59:53 +0000 2010	0
1299	Please RT! For every new Huggies fan on FB until 12/31, we’ll donate 1 diaper (up to 500,000) to babies in need! http://on.fb.me/94R9O7	0	benitozk	False	729	[]	Sat Dec 25 20:21:12 +0000 2010	0
1300	Merry Christmas! For every 'Merry Christmas' mention we receive today we will donate $1 to @MealsonWheelsDE!  Please RT #netDE	4	MyKitchenCult	False	1014	[{'text': 'netDE', 'indices': [120, 126]}]	Sat Dec 25 15:12:42 +0000 2010	0
1301	On November 27/28, we'll donate 10 cents for every #WeAreAllHuman mention. Our goal = $1000 and 10,000 mentions. http://bit.ly/d8taFo RT	2	WeAreAllHumann	False	807	[{'text': 'WeAreAllHuman', 'indices': [51, 65]}]	Sat Oct 30 19:32:43 +0000 2010	0
1302	RT @StarryNightsTO: For every 10 net new followers we get, we will donate 1 School Supply Kit to a child in Haiti to last a year	0	Jess_416	False	284	[]	Sun Oct 31 20:03:58 +0000 2010	0
1303	Please keep donating £1 in our Donate a £1 campaign, we'll raise £766 if every tweeter did! That'll help alot of mammals www.mammal.org.uk	4	Mammal_Society	False	34015	[]	Thu Oct 28 09:53:34 +0000 2010	0
1304	Please RT! For every new Huggies fan on FB until 12/31, we’ll donate 1 diaper (up to 500,000) to babies in need! http://on.fb.me/94R9O7	1	benitozk	False	729	[]	Sun Oct 31 14:02:01 +0000 2010	0
1305	Please RT! For every new Huggies fan on FB until 12/31, we’ll donate 1 diaper (up to 500,000) to babies in need! http://on.fb.me/94R9O7	1	benitozk	False	729	[]	Sun Oct 31 14:02:01 +0000 2010	0
1306	RT@elissajunarso Follow @IndonesiaBerdoa! Each number of followers will donate Rp25 for those in need.Doesn't take much to show that we care	0	nataliasuryaa	False	293	[]	Sun Oct 31 08:46:04 +0000 2010	0
1307	RT @Sustainabelista: RT @snappysalads For every Man Salad that is sold during Movember, we'll donate $1... http://schmap.it/cqk7vp #Movember	0	greentim	False	13796	[{'text': 'Movember', 'indices': [131, 140]}]	Sun Oct 31 05:14:29 +0000 2010	0
1308	"RT @quirksph: Thank you for ""liking"" our Facebook page.  We'll donate P1 for every ""like"" we get http://yfrog.com/e91opjj"	0	manilamommy	False	2878	[]	Sun Oct 31 03:31:48 +0000 2010	0
1309	On November 27/28, we'll donate 10 cents for every #WeAreAllHuman mention. Our goal = $1000 and 10,000 mentions. http://bit.ly/d8taFo RT	2	WeAreAllHumann	False	807	[{'text': 'WeAreAllHuman', 'indices': [51, 65]}]	Sat Oct 30 19:32:43 +0000 2010	0
1310	RT @snappysalads For every Man Salad that is sold during Movember, we'll donate $1... http://schmap.it/cqk7vp #Movember #DallasMoustache	0	Sustainabelista	False	902	[{'text': 'Movember', 'indices': [110, 119]}, {'text': 'DallasMoustache', 'indices': [120, 136]}]	Sat Oct 30 19:25:58 +0000 2010	0
1311	Donate me :( RT @welovi: Kok agak gimana gitu ya kl ada account yg 'follow us, for every follower we'll donate $xxx' kl mau donate aja..	0	ObedFritz	False	569	[]	Sat Oct 30 15:45:14 +0000 2010	0
1312	Please RT! For every new Huggies fan on FB until 12/31, we’ll donate 1 diaper (up to 500,000) to babies in need! http://on.fb.me/94R9O7	0	benitozk	False	729	[]	Sat Oct 30 15:44:32 +0000 2010	0
1313	Check out The Texas Staches store on Printfection.com - http://ow.ly/31izu For every shirt purchased, we will donate $5 to @movember!	1	runningcouple	False	3275	[]	Sat Oct 30 15:10:03 +0000 2010	0
1314	"Please keep your clicks coming. Like our Facebook page and we'll donate P1 for every ""like"" we get"	2	quirksph	False	461	[]	Sat Oct 30 11:28:51 +0000 2010	0
1315	RT @RebelinPeace: http://plixi.com/p/53754025 Every pair of Rascal or Rebel in Peace shoes purchased,we'll donate ... http://tmi.me/2I52J	0	etiennecaesar	False	485	[]	Sat Oct 30 06:30:36 +0000 2010	0
1316	RT @RebelinPeace: http://plixi.com/p/53754025 Every pair of Rascal or Rebel in Peace shoes purchased,we'll donate ... http://tmi.me/2I4Sy	0	Dips_photon	False	1178	[]	Sat Oct 30 06:28:30 +0000 2010	0
1317	RT @GogoInflight Oct 29/30 we'll donate $1 to #BCRF for every session purchased on @Delta for Breast Cancer Awareness Month! &lt;&lt;Awesome!!	5	Delta	True	1523724	[{'text': 'BCRF', 'indices': [46, 51]}]	Fri Oct 29 15:43:17 +0000 2010	0
1318	RT @Delta @GogoInflight Oct 29/30 we'll donate $1 to #BCRF for every session purchased on @Delta for Breast Cancer Awareness Month! #FF	0	Paradise_Hunt	False	123	[{'text': 'BCRF', 'indices': [53, 58]}, {'text': 'FF', 'indices': [132, 135]}]	Fri Oct 29 16:08:14 +0000 2010	0
1319	Happy to announce Oct 29 &30 we will donate $1 to #BCRF for every session purchased on @Delta in support of Breast Cancer Awareness Month!	2	Gogo	True	174802	[{'text': 'BCRF', 'indices': [50, 55]}]	Fri Oct 29 15:09:32 +0000 2010	0
1320	RT @GogoInflight Oct 29/30 we'll donate $1 to #BCRF for every session purchased on @Delta for Breast Cancer Awareness Month! &lt;&lt;Awesome!!	0	PeachtreeTravel	False	178	[{'text': 'BCRF', 'indices': [46, 51]}]	Fri Oct 29 15:54:47 +0000 2010	0
1321	RT @GogoInflight Oct 29/30 we'll donate $1 to #BCRF for every session purchased on @Delta for Breast Cancer Awareness Month! &lt;&lt;Awesome!!	5	Delta	True	1523724	[{'text': 'BCRF', 'indices': [46, 51]}]	Fri Oct 29 15:43:17 +0000 2010	0
1322	:) RT @CFL_Playgrounds We're a Toys for Tots drop off site!  We'll donate 1 toy for every toy you donate! http://yfrog.com/53f1aj	0	thelawnmen	False	734	[]	Fri Oct 29 15:32:41 +0000 2010	0
1323	Only 3 days left! We will donate 25 cents from every bra purchased in Oct. to The Breast Cancer Research Foundation. http://ow.ly/31vu0	1	barenecessities	True	11382	[]	Fri Oct 29 15:05:44 +0000 2010	0
1324	Nov 1-Nov 14 For every Clowny cupcake sold, we will donate $1 to The Parade Company. Be entered to win 4 grandstand tickets!	1	JustBaked	False	4382	[]	Fri Oct 29 12:20:54 +0000 2010	0
1325	Please RT! For every new Huggies fan on FB until 12/31, we’ll donate 1 diaper (up to 500,000) to babies in need! http://on.fb.me/94R9O7	0	benitozk	False	729	[]	Fri Oct 29 13:38:41 +0000 2010	0
1326	GET ON THIS! Follow @WynonaLeighMcC RT @ShowYoStrength we're feeling charitable we'll donate $1 for every new follower from now 2 mindnight	4	WayneMcCullough	True	20660	[]	Fri Oct 29 04:34:37 +0000 2010	0
1327	Monday 1st Movember, the Ronnie Burrito will arrive. It will cost 6.50 BUT for every Ronnie sold, we will donate .15c to our Movember team.	1	Burritosblues	False	7053	[]	Fri Oct 29 10:08:52 +0000 2010	0
1328	"tell your friends to ""LIKE"" us on facebook and Boss Chad will donate $1 to Bras for a Cause for every new like we... http://fb.me/JTIM4ZD3"	2	985MorningShow	False	8510	[]	Fri Oct 29 10:16:30 +0000 2010	0
1329	RT @RebelinPeace: http://plixi.com/p/53427795 Every pair of Rascal or Rebel in Peace shoes purchased,we'll donate ... http://tmi.me/2G2E5	0	Dips_photon	False	1178	[]	Fri Oct 29 05:00:29 +0000 2010	0
